QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
P04035	NA	NA	NA	NA	CERIVASTATIN SODIUM	HMG-CoA reductase inhibitor	INHIBITOR	1997	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	NA	HMGCR	M5
P04035	NA	NA	NA	NA	PITAVASTATIN CALCIUM	HMG-CoA reductase inhibitor	INHIBITOR	2009	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	D006937: Hypercholesterolemia,D006949: Hyperlipidemias,D050171: Dyslipidemias,D052439: Lipid Metabolism Disorders	HMGCR	M5
P04035	NA	NA	NA	NA	ROSUVASTATIN CALCIUM	HMG-CoA reductase inhibitor	INHIBITOR	2003	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	D000083242: Ischemic Stroke,D003324: Coronary Artery Disease,D003327: Coronary Disease,D003920: Diabetes Mellitus,D003922: Diabetes Mellitus, Type 1,D003924: Diabetes Mellitus, Type 2,D006333: Heart Failure,D006937: Hypercholesterolemia,D006938: Hyperlipoproteinemia Type II,D006949: Hyperlipidemias,D006950: Hyperlipidemia, Familial Combined,D006973: Hypertension,D015228: Hypertriglyceridemia,D052439: Lipid Metabolism Disorders,D054058: Acute Coronary Syndrome	HMGCR	M5
P04035	NA	NA	NA	NA	FLUVASTATIN SODIUM	HMG-CoA reductase inhibitor	INHIBITOR	1993	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	D001943: Breast Neoplasms,D006937: Hypercholesterolemia	HMGCR	M5
P04035	NA	NA	NA	NA	PITAVASTATIN SODIUM	HMG-CoA reductase inhibitor	INHIBITOR	2017	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	D006949: Hyperlipidemias,D050171: Dyslipidemias	HMGCR	M5
P04035	NA	NA	NA	NA	PITAVASTATIN MAGNESIUM	HMG-CoA reductase inhibitor	INHIBITOR	2017	CHEMBL402	24	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Homo sapiens	D006949: Hyperlipidemias,D050171: Dyslipidemias	HMGCR	M5
P49841	NA	NA	NA	NA	LITHIUM CARBONATE	Glycogen synthase kinase-3 inhibitor	INHIBITOR	1970	CHEMBL2095188	104772	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	D000374: Aggression,D000437: Alcoholism,D000544: Alzheimer Disease,D000690: Amyotrophic Lateral Sclerosis,D001007: Anxiety,D001714: Bipolar Disorder,D001924: Brain Concussion,D001932: Brain Neoplasms,D002659: Child Development Disorders, Pervasive,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D006816: Huntington Disease,D009103: Multiple Sclerosis,D010300: Parkinson Disease,D011618: Psychotic Disorders,D012559: Schizophrenia,D013119: Spinal Cord Injuries,D013494: Supranuclear Palsy, Progressive,D016543: Central Nervous System Neoplasms,D017827: Machado-Joseph Disease,D018276: Carcinoma, Medullary,D018358: Neuroendocrine Tumors,D019578: Multiple System Atrophy,D019955: Conduct Disorder,D020521: Stroke,D020754: Spinocerebellar Ataxias,D050723: Fractures, Bone,D052556: Niemann-Pick Disease, Type C,D055752: Small Cell Lung Carcinoma,D057180: Frontotemporal Dementia,D061218: Depressive Disorder, Treatment-Resistant,D064129: Prostatic Neoplasms, Castration-Resistant	GSK3B	M5
P49841	NA	NA	NA	NA	LITHIUM CITRATE	Glycogen synthase kinase-3 inhibitor	INHIBITOR	1980	CHEMBL2095188	104772	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	D011618: Psychotic Disorders	GSK3B	M5
O94806	NA	NA	NA	NA	MIDOSTAURIN	Protein kinase C (PKC) inhibitor	INHIBITOR	2017	CHEMBL2093867	104683	O94806	Serine/threonine-protein kinase D3	Homo sapiens	D001752: Blast Crisis,D007938: Leukemia,D007946: Leukemia, Mast-Cell,D008107: Liver Diseases,D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D012004: Rectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D034721: Mastocytosis, Systemic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	PRKD3	M5
O15399	NA	NA	NA	NA	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1993	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D001714: Bipolar Disorder,D004827: Epilepsy	GRIN2D	M5
O15399	NA	NA	NA	NA	ESKETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	2019	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D006255: Rhinitis, Allergic, Seasonal,D007674: Kidney Diseases,D008107: Liver Diseases,D009369: Neoplasms,D019966: Substance-Related Disorders	GRIN2D	M5
O15399	NA	NA	NA	NA	AMANTADINE HYDROCHLORIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1968	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D001930: Brain Injuries,D002537: Intracranial Arteriosclerosis,D006526: Hepatitis C,D007239: Infections,D007251: Influenza, Human,D009103: Multiple Sclerosis,D010300: Parkinson Disease,D010301: Parkinson Disease, Postencephalitic,D010302: Parkinson Disease, Secondary,D011618: Psychotic Disorders,D012559: Schizophrenia,D019964: Mood Disorders	GRIN2D	M5
O15399	NA	NA	NA	NA	MEMANTINE HYDROCHLORIDE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	2003	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D000755: Anemia, Sickle Cell,D001321: Autistic Disorder,D003704: Dementia,D005715: Gambling,D005910: Glioma,D007251: Influenza, Human,D007859: Learning Disabilities,D018316: Gliosarcoma,D020817: Asperger Syndrome,D057180: Frontotemporal Dementia	GRIN2D	M5
O15399	NA	NA	NA	NA	KETAMINE HYDROCHLORIDE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	1970	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D000374: Aggression,D000437: Alcoholism,D000856: Anorexia Nervosa,D001714: Bipolar Disorder,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D009293: Opioid-Related Disorders,D009369: Neoplasms,D011537: Pruritus,D014012: Tinnitus,D014947: Wounds and Injuries,D018923: Persian Gulf Syndrome,D019970: Cocaine-Related Disorders,D050723: Fractures, Bone,D059020: Suicidal Ideation,D060825: Cognitive Dysfunction	GRIN2D	M5
O15399	NA	NA	NA	NA	ORPHENADRINE CITRATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1959	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D010146: Pain	GRIN2D	M5
O15399	NA	NA	NA	NA	ORPHENADRINE HYDROCHLORIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1957	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D010300: Parkinson Disease	GRIN2D	M5
O15399	NA	NA	NA	NA	ACAMPROSATE CALCIUM	Glutamate [NMDA] receptor antagonist	ANTAGONIST	2004	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D000437: Alcoholism	GRIN2D	M5
O15399	NA	NA	NA	NA	ESKETAMINE HYDROCHLORIDE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	2019	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D003865: Depressive Disorder, Major,D010146: Pain,D014012: Tinnitus	GRIN2D	M5
P02461	NA	NA	NA	NA	OCRIPLASMIN	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P02461	Collagen alpha-1(III) chain	Homo sapiens	D005128: Eye Diseases,D008268: Macular Degeneration,D012167: Retinal Perforations,D012170: Retinal Vein Occlusion,D014605: Uveitis,D020246: Venous Thrombosis,D020521: Stroke	COL3A1	M5
P02461	NA	NA	NA	NA	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P02461	Collagen alpha-1(III) chain	Homo sapiens	D002062: Bursitis,D003286: Contracture,D003668: Pressure Ulcer,D004387: Dupuytren Contracture,D008067: Lipoma,D010411: Penile Induration,D012883: Skin Ulcer,D014456: Ulcer,D014525: Urethral Stricture,D017719: Diabetic Foot,D052256: Tendinopathy	COL3A1	M5
O43924	NA	NA	NA	NA	PENTOXIFYLLINE	3',5'-cyclic phosphodiesterase inhibitor	INHIBITOR	1984	CHEMBL2363066	105761	O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	Homo sapiens	D000071074: Neonatal Sepsis,D000740: Anemia,D001528: Behcet Syndrome,D001656: Biliary Atresia,D001714: Bipolar Disorder,D001927: Brain Diseases,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003928: Diabetic Nephropathies,D004374: Ductus Arteriosus, Patent,D004715: Endometriosis,D005234: Fatty Liver,D005355: Fibrosis,D005921: Glomerulonephritis,D006258: Head and Neck Neoplasms,D006519: Hepatitis, Alcoholic,D007246: Infertility,D007896: Leishmaniasis,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D009369: Neoplasms,D009404: Nephrotic Syndrome,D010020: Osteonecrosis,D010195: Pancreatitis,D012559: Schizophrenia,D014947: Wounds and Injuries,D015658: HIV Infections,D016543: Central Nervous System Neoplasms,D016773: Leishmaniasis, Cutaneous,D016778: Malaria, Falciparum,D017093: Liver Failure,D017565: Sarcoidosis, Pulmonary,D020065: Hepatopulmonary Syndrome,D020345: Enterocolitis, Necrotizing,D020388: Muscular Dystrophy, Duchenne,D020516: Brachial Plexus Neuropathies,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D058186: Acute Kidney Injury,D065626: Non-alcoholic Fatty Liver Disease	PDE6D	M5
O43924	NA	NA	NA	NA	DIPYRIDAMOLE	3',5'-cyclic phosphodiesterase inhibitor	INHIBITOR	1961	CHEMBL2363066	105761	O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	Homo sapiens	D000755: Anemia, Sickle Cell,D001172: Arthritis, Rheumatoid,D003324: Coronary Artery Disease,D003327: Coronary Disease,D006331: Heart Diseases,D006973: Hypertension,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D013927: Thrombosis,D015658: HIV Infections,D016893: Carotid Stenosis,D017202: Myocardial Ischemia,D020521: Stroke,D045169: Severe Acute Respiratory Syndrome,D054549: Takotsubo Cardiomyopathy,D060050: Angina, Stable	PDE6D	M5
Q07001	NA	NA	NA	NA	SUCCINYLCHOLINE CHLORIDE	Muscle-type nicotinic acetylcholine receptor agonist	AGONIST	1952	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	MIVACURIUM CHLORIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1992	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	D008107: Liver Diseases	CHRND	M5
Q07001	NA	NA	NA	NA	DECAMETHONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor partial agonist	PARTIAL AGONIST	1982	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	METOCURINE IODIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1982	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	ATRACURIUM BESYLATE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1983	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	D009126: Muscle Relaxation	CHRND	M5
Q07001	NA	NA	NA	NA	RAPACURONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1999	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	VECURONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1984	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	CISATRACURIUM BESYLATE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1995	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	D012128: Respiratory Distress Syndrome	CHRND	M5
Q07001	NA	NA	NA	NA	ROCURONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1994	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	D001416: Back Pain,D006323: Heart Arrest	CHRND	M5
Q07001	NA	NA	NA	NA	PIPECURONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1990	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	PANCURONIUM BROMIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1972	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	GALLAMINE TRIETHIODIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1982	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	DOXACURIUM CHLORIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1991	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q07001	NA	NA	NA	NA	TUBOCURARINE CHLORIDE	Muscle-type nicotinic acetylcholine receptor antagonist	ANTAGONIST	1945	CHEMBL2362997	105709	Q07001	Acetylcholine receptor subunit delta	Homo sapiens	NA	CHRND	M5
Q14524	NA	NA	NA	NA	PHENYTOIN	Sodium channel alpha subunit blocker	BLOCKER	1953	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000740: Anemia,D000755: Anemia, Sickle Cell,D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D004827: Epilepsy,D007938: Leukemia,D008223: Lymphoma,D009447: Neuroblastoma,D009902: Optic Neuritis,D010190: Pancreatic Neoplasms,D011115: Polyneuropathies,D012559: Schizophrenia,D012640: Seizures,D013789: Thalassemia,D014947: Wounds and Injuries,D019970: Cocaine-Related Disorders	SCN5A	M5
Q14524	NA	NA	NA	NA	LIDOCAINE	Sodium channel alpha subunit blocker	BLOCKER	1948	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000070607: Morton Neuroma,D001007: Anxiety,D001145: Arrhythmias, Cardiac,D001168: Arthritis,D001289: Attention Deficit Disorder with Hyperactivity,D001416: Back Pain,D001932: Brain Neoplasms,D001943: Breast Neoplasms,D002062: Bursitis,D002277: Carcinoma,D002294: Carcinoma, Squamous Cell,D002349: Carpal Tunnel Syndrome,D002578: Uterine Cervical Dysplasia,D003139: Common Cold,D003371: Cough,D003929: Diabetic Neuropathies,D004412: Dysmenorrhea,D005356: Fibromyalgia,D005909: Glioblastoma,D006009: Glycogen Storage Disease Type II,D006261: Headache,D006323: Heart Arrest,D006331: Heart Diseases,D006470: Hemorrhage,D006484: Hemorrhoids,D006562: Herpes Zoster,D006810: Humeral Fractures,D006976: Hypertension, Pulmonary,D007246: Infertility,D007249: Inflammation,D007889: Leiomyoma,D008175: Lung Neoplasms,D008268: Macular Degeneration,D008881: Migraine Disorders,D009120: Muscle Cramp,D009135: Muscular Diseases,D009209: Myofascial Pain Syndromes,D009369: Neoplasms,D009437: Neuralgia,D009463: Neuroma,D009748: Nutrition Disorders,D009765: Obesity,D009767: Obesity, Morbid,D010003: Osteoarthritis,D010145: Paget Disease, Extramammary,D010146: Pain,D010279: Parathyroid Diseases,D010282: Parathyroid Neoplasms,D010489: Periarthritis,D010523: Peripheral Nervous System Diseases,D010612: Pharyngitis,D011225: Pre-Eclampsia,D011247: Pregnancy,D011537: Pruritus,D011671: Pulpitis,D012253: Rib Fractures,D012594: Scleroderma, Localized,D012600: Scoliosis,D012772: Shock, Septic,D012852: Sinusitis,D012871: Skin Diseases,D012878: Skin Neoplasms,D013180: Sprains and Strains,D013280: Stomatitis,D013705: Temporomandibular Joint Disorders,D013716: Tennis Elbow,D013923: Thromboembolism,D014012: Tinnitus,D014277: Trigeminal Neuralgia,D014549: Urinary Incontinence,D014552: Urinary Tract Infections,D014947: Wounds and Injuries,D015179: Colorectal Neoplasms,D015663: Osteoporosis, Postmenopausal,D016103: Spinal Fractures,D017116: Low Back Pain,D018856: Cystitis, Interstitial,D019534: Shoulder Impingement Syndrome,D019970: Cocaine-Related Disorders,D020069: Shoulder Pain,D020370: Osteoarthritis, Knee,D020521: Stroke,D020918: Complex Regional Pain Syndromes,D043183: Irritable Bowel Syndrome,D047928: Premature Birth,D052256: Tendinopathy,D053159: Dysuria,D053201: Urinary Bladder, Overactive,D055623: Keratosis, Actinic,D056844: Renal Colic,D059350: Chronic Pain,D060825: Cognitive Dysfunction,D063806: Myalgia	SCN5A	M5
Q14524	NA	NA	NA	NA	CARBAMAZEPINE	Sodium channel alpha subunit blocker	BLOCKER	1968	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001007: Anxiety,D001714: Bipolar Disorder,D003704: Dementia,D003866: Depressive Disorder,D004827: Epilepsy,D004828: Epilepsies, Partial,D009325: Nausea,D012559: Schizophrenia,D012640: Seizures,D014277: Trigeminal Neuralgia,D015658: HIV Infections,D019694: Hepatitis B, Chronic,D019970: Cocaine-Related Disorders,D020195: Epilepsy, Reflex,D020435: Glossopharyngeal Nerve Diseases	SCN5A	M5
Q14524	NA	NA	NA	NA	PROCAINAMIDE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1950	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001281: Atrial Fibrillation,D006333: Heart Failure	SCN5A	M5
Q14524	NA	NA	NA	NA	TETRACAINE	Sodium channel alpha subunit blocker	BLOCKER	2005	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D002349: Carpal Tunnel Syndrome,D002386: Cataract,D006484: Hemorrhoids,D006562: Herpes Zoster,D009209: Myofascial Pain Syndromes,D010003: Osteoarthritis,D010146: Pain,D011537: Pruritus,D012871: Skin Diseases,D014947: Wounds and Injuries,D019534: Shoulder Impingement Syndrome,D052256: Tendinopathy	SCN5A	M5
Q14524	NA	NA	NA	NA	LAMOTRIGINE	Sodium channel alpha subunit blocker	BLOCKER	1994	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000437: Alcoholism,D001007: Anxiety,D001068: Feeding and Eating Disorders,D001523: Mental Disorders,D001714: Bipolar Disorder,D003704: Dementia,D003866: Depressive Disorder,D004827: Epilepsy,D004828: Epilepsies, Partial,D004830: Epilepsy, Tonic-Clonic,D004832: Epilepsy, Absence,D006562: Herpes Zoster,D007863: Lecithin Cholesterol Acyltransferase Deficiency,D009293: Opioid-Related Disorders,D009456: Neurofibromatosis 1,D009765: Obesity,D010146: Pain,D010523: Peripheral Nervous System Diseases,D012559: Schizophrenia,D012640: Seizures,D015658: HIV Infections,D019964: Mood Disorders,D019966: Substance-Related Disorders,D019970: Cocaine-Related Disorders,D020528: Multiple Sclerosis, Chronic Progressive,D020529: Multiple Sclerosis, Relapsing-Remitting,D060825: Cognitive Dysfunction,D065768: Lennox Gastaut Syndrome	SCN5A	M5
Q14524	NA	NA	NA	NA	RILUZOLE	Sodium channel alpha subunit blocker	BLOCKER	1995	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000544: Alzheimer Disease,D000690: Amyotrophic Lateral Sclerosis,D001714: Bipolar Disorder,D001943: Breast Neoplasms,D002524: Cerebellar Ataxia,D002659: Child Development Disorders, Pervasive,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D006816: Huntington Disease,D008545: Melanoma,D009103: Multiple Sclerosis,D009134: Muscular Atrophy, Spinal,D009771: Obsessive-Compulsive Disorder,D010523: Peripheral Nervous System Diseases,D013118: Spinal Cord Diseases,D013119: Spinal Cord Injuries,D013313: Stress Disorders, Post-Traumatic,D013494: Supranuclear Palsy, Progressive,D019578: Multiple System Atrophy,D020528: Multiple Sclerosis, Chronic Progressive,D020754: Spinocerebellar Ataxias	SCN5A	M5
Q14524	NA	NA	NA	NA	ZONISAMIDE	Sodium channel alpha subunit blocker	BLOCKER	2000	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000437: Alcoholism,D001068: Feeding and Eating Disorders,D004827: Epilepsy,D006317: Hearing Loss, Noise-Induced,D008881: Migraine Disorders,D009765: Obesity,D010300: Parkinson Disease,D011618: Psychotic Disorders,D012559: Schizophrenia,D012640: Seizures,D014029: Tobacco Use Disorder,D015430: Weight Gain,D016540: Smoking Cessation,D017029: Epilepsy, Complex Partial,D019970: Cocaine-Related Disorders,D020329: Essential Tremor,D034381: Hearing Loss	SCN5A	M5
Q14524	NA	NA	NA	NA	PRIMIDONE	Sodium channel alpha subunit blocker	BLOCKER	1954	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy,D020521: Stroke	SCN5A	M5
Q14524	NA	NA	NA	NA	MEPHENYTOIN	Sodium channel alpha subunit blocker	BLOCKER	1946	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy	SCN5A	M5
Q14524	NA	NA	NA	NA	PHENACEMIDE	Sodium channel alpha subunit blocker	BLOCKER	1951	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy	SCN5A	M5
Q14524	NA	NA	NA	NA	FOSPHENYTOIN SODIUM	Sodium channel alpha subunit blocker	BLOCKER	1996	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	ERLOSAMIDE	Sodium channel alpha subunit blocker	BLOCKER	2008	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000437: Alcoholism,D000690: Amyotrophic Lateral Sclerosis,D001007: Anxiety,D001932: Brain Neoplasms,D003704: Dementia,D003866: Depressive Disorder,D003929: Diabetic Neuropathies,D004827: Epilepsy,D004828: Epilepsies, Partial,D005356: Fibromyalgia,D005910: Glioma,D006562: Herpes Zoster,D007674: Kidney Diseases,D008881: Migraine Disorders,D009437: Neuralgia,D010003: Osteoarthritis,D010523: Peripheral Nervous System Diseases,D012559: Schizophrenia,D012640: Seizures,D013226: Status Epilepticus	SCN5A	M5
Q14524	NA	NA	NA	NA	CHLOROPROCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1955	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000758: Anesthesia,D010146: Pain	SCN5A	M5
Q14524	NA	NA	NA	NA	OXCARBAZEPINE	Sodium channel alpha subunit blocker	BLOCKER	2000	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000374: Aggression,D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D004827: Epilepsy,D004828: Epilepsies, Partial,D009103: Multiple Sclerosis,D009369: Neoplasms,D009437: Neuralgia,D011595: Psychomotor Agitation,D012559: Schizophrenia,D012640: Seizures	SCN5A	M5
Q14524	NA	NA	NA	NA	ESLICARBAZEPINE ACETATE	Sodium channel alpha subunit blocker	BLOCKER	2009	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D003929: Diabetic Neuropathies,D004827: Epilepsy,D004828: Epilepsies, Partial,D005356: Fibromyalgia,D006562: Herpes Zoster,D008881: Migraine Disorders,D009437: Neuralgia,D012640: Seizures,D017029: Epilepsy, Complex Partial	SCN5A	M5
Q14524	NA	NA	NA	NA	ETHOTOIN	Sodium channel alpha subunit blocker	BLOCKER	1957	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy	SCN5A	M5
Q14524	NA	NA	NA	NA	PRILOCAINE	Sodium channel alpha subunit blocker	BLOCKER	1965	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D002294: Carcinoma, Squamous Cell,D006562: Herpes Zoster,D010146: Pain,D011247: Pregnancy,D012871: Skin Diseases,D055623: Keratosis, Actinic	SCN5A	M5
Q14524	NA	NA	NA	NA	RANOLAZINE	Sodium channel protein type V alpha subunit blocker	BLOCKER	2006	CHEMBL1980	11480	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D000787: Angina Pectoris,D001281: Atrial Fibrillation,D002311: Cardiomyopathy, Dilated,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003924: Diabetes Mellitus, Type 2,D006976: Hypertension, Pulmonary,D007674: Kidney Diseases,D008133: Long QT Syndrome,D014652: Vascular Diseases,D017202: Myocardial Ischemia,D020967: Myotonic Disorders,D043183: Irritable Bowel Syndrome,D054058: Acute Coronary Syndrome,D054144: Heart Failure, Diastolic,D060050: Angina, Stable	SCN5A	M5
